label,text,lang
1,"Hortik itzultzekotan , ezbairik gabe , zuen etxean geratuko gara .",eus
0,پەن - تېخنىكا نەتىجىلىرىنى ئايلاندۇرۇش ئاستا بولدى,uig
0,תתביש לך.אתה אמור להיות נשיא של מדינת היהודים וככזה אתה גם אמור לשמור עליה מדינה יהודית ואמירות סובלניות לגבי התבוללות זה לא משהו שיכול לבוא בחשבון.פשוט בושה,heb
1,정말대박 다들보세요11,kor
0,"Re: DB Bahn Heute ist planmäßig keine S 9 um 8.26 Uhr von Mainz-Kastel nach Wiesbaden Hbf gefahren. Die S 9 fuhr um 8.39 Uhr, hatte aber wegen Verzögerungen im Betriebsablauf 37 Minuten Verspätung und kam deshalb erst um 9.15 Uhr in Mainz-Kastel an. Auf der Rückfahrt wäre eigentlich die S 9 planmäßig um 13.11 Uhr in Wiesbaden Hbf abgefahren, diese ist aber leider ausgefallen. Eine Verbindung um 13.19 Uhr gab es heute nicht. /ni",deu
1,"Интересен! Добре сниман, поне за моето виждане :)",bul
1,super one adan,bam
1,يېڭى دەۋردىكى جۇڭگو ياشلىرى دەۋرنىڭ ئالدىدا مېڭىشقا جۈرئەت قىلىدىغان جاسارەت بىلەن ئىلگىرىلىگۈچىلەر، يول ئاچقۇچىلار، تۆھپە قوشقۇچىلاردىن بولۇپ، بارلىق قىيىنچىلىق، خەتەرلىك توسالغۇلارغا قەتئىي قورقماي يۈزلىنىپ، دولقۇن يېرىپ ئېلىشىش داۋامىدا يول ئېچىپ ئالغا ئىلگىرىلەپ، توسالغۇلارنى بۆسۈپ ئۆتۈش داۋامىدا زېمىن ئېچىپ، ئۆتكەلگە ھۇجۇم قىلىش داۋامىدا نەتىجە يارىتىپ، ياشلىق باھارى ۋە تەرى بىلەن دۇنيانىڭ دىققىتىنى تارتقۇدەك يېڭى مۆجىزىلەرنى يارىتىشى كېرەك!,uig
1,המון בהצלחה הנשיא רובי ! !,heb
1,Εκανα την αλλαγη απο note8 σε p20 pro.Αυτο που με βασανιζε με το note ηταν η μπαταρια. Εiμαι στα 50 λεπτα sot με κλησεις browsing και viber και η μπαταρια ακομα και τωρα που γραφω ειναι στο 100%.Ηρεμησα πραγματικα.Οθονη πολυ καλη...οχι επιπεδου σαμσουνγκ  βεβαια αλλα αρκετα καλη...ηχος ποιοτικοτατος....καμερα αψογη....δακτυλικο αποτ. αστραπιαιο.....ειμαι αρκετα ευχαριστημενος!Οποιος εχει κοσμοτε και δεν εχει έρθει η 9 ας βαλει μια καρτα wind η vodafone και ας κανει μια αναζητηση για αναβαθμιση και τελος.,ell
1,"मेघना गुलजार की 'राजी' उस हर इंसान को एक खूबसूरत तोहफा है, जिसे अपने वतन से प्यार है। यह फिल्म एक भारतीय अंडरकवर एजेंट की सच्ची कहानी से प्रेरित है। 1971 में जिस दौरान भारत-और पाकिस्तान के बीच जंग के हालात बन रहे थे उस वक्त अंडरकवर एजेंट किस तरह पाकिस्तान से जरूरी जानकारी हासिल कर भारत की मदद करती है, यही फिल्म में दिखाया गया है। रिटायर्ड नेवी ऑफिसर हरिंदर सिक्का के नॉवल 'कॉलिंग सहमत' पर बेस्ड इस फिल्म को जंगली पिक्चर्स और धर्मा प्रॉडक्शन ने मिलकर प्रड्यूस किया है। इस फिल्म में आपको पाकिस्तान की छवि उन सभी फिल्मों से अलग लगेगी जैसा कि अब तक अन्य फिल्मों में दिखाई जा चुकी है। उन्हें देखकर आपको एक पल के लिए मन में यह एहसास जरूर होगा कि पाकिस्तानी भी नरम दिल होते हैं।कहानी: फिल्म की कहानी है 1971 के दौरान भारत-पाक के बीच तनावपूर्ण माहौल को दिखाती है, जो बाद युद्ध में तब्दील होता है। कहानी शुरू होती है पाकिस्तान से जब पाकिस्तान भारत को तबाह करने के मंसूबों को लेकर युद्ध की तैयारी और इसका तान-बाने बुन रह होता है। इसकी भनक एक कश्मीरी बिज़नसमैन हिदायत खान (रजित कपूर) को लग जाती है। हिदायत व्यापार के सिलसिले में अक्सर भारत से पाकिस्तान आया-जाया करता है और उसकी पाकिस्तानी आर्मी में ब्रिगेडियर परवेज सैय्यद (शिशिर शर्मा) से अच्छी दोस्ती है। हिदायत इसी दोस्ती का सहारा लेकर अपने वतन की रक्षा के लिए एक बड़ा फैसला लेता है। वह अपनी बेटी सहमत (आलिया भट्ट) के लिए ब्रिगेडियर से उनके बेटे इकबाल (विकी कौशल) का हाथ मांगता है, जो एक आर्मी ऑफिसर है। सहमत बेहद नाजुक सी एक कश्मीरी लड़की है, जिसे पता तक नहीं कि उसके पिता उसका भविष्य पाकिस्तान में लिख आए हैं। हालांकि वतन के लिए परेशान पिता को देखकर सहमत इस रिश्ते के लिए हां कहने में देर नहीं लगाती है। सहमत अब अपने पिता और वतन के खातिर पाकिस्तान में भारत की आंख और कान बनकर रहने को तैयार है। इससे पहले सहमत खुद को एक जांबाज जासूस बनने की तैयारी में झोंक देती है और उसे पाकिस्तान से इस लड़ाई के लिए तैयार करते हैं रॉ एजेंट खालिद मीर (जयदीप अहलावत)। इकबाल से सहमत की शादी होती है और वह एक बेटी से बहू बनकर भारत की दहलीज पार करती है। एक दुश्मन देश में मौजूद अपने ससुराल और अपने शौहर के दिल में जगह बनाती हुई सहमत इसी के साथ-साथ पाकिस्तान आर्मी में चल रहे षड्यंत्रों की जानकारी भारत तक पहुंचाने में कामयाब होती है। एक आर्मी परिवार के बीच रहकर यह सब कर पाना सहमत के लिए मुश्किल साबित होता है।अपने देश के लिए जासूसी करते हुए आलिया को कुछ ऐसे काम करने पड़ जाते हैं, जिसके लिए उसे बेहद अफसोस भी होता है।। इस पूरी कहानी के बीच एक छोटी से प्रेम-कहानी भी पनपती है, जो सहमत और इकबाल की है। फिल्म में कमी की बात करें तो कहानी काफी तेज रफ्तार से आगे बढ़ती है। फिल्म के साथ-साथ आपको इसकी आगे की कहानी का भी अंदाज़ा आसानी से लगने लगता है।  ऐक्टिंग: आलिया ने अपने कंधों पर पूरी कहानी बखूबी संभाल ली है। परदे पर आप सिर्फ आलिया की खूबसूरती नहीं बल्कि उनकी ऐक्टिंग के भी उतने ही कायल होंगे। पाक आर्मी ऑफिसर के किरदार में विकी कौशल लाजवाब लगे हैं। एक रॉयल, संतुलित और बेहद संजीदा शख्स, जो पाक में भारत के खिलाफ होनेवाली बातों से अपनी पत्नी के मन को लगने वाली ठेस को भी समझता है। रॉ एजेंट की भूमिका में जयदीप अहलावत को देखकर आपका दिल खुश हो जाएगा। रजित कपूर, शिशिर शर्मा, आरिफ जकारिया ने अपने-अपने किरदार का सौ फीसदी दिया है। आलिया की मां के रोल में उनकी असली मां सोनी राजदान के सीन काफी कम हैं।  'तलवार' के बाद अब 'राजी'... मेघना गुलज़ार उन निर्देशकों में हैं जिन्हें कहानी और अपने किरदारों पर पकड़ बनाना अच्छी तरह आता है। उनके निर्देशन की कला ही कहिए कि आप पल भर के लिए भी स्क्रीन से बाहर की दुनिया में लौट नहीं सकेंगे। उनके निर्देशन में इतना दम है कि फिल्म की कहानी के साथ-साथ सीमा पार पाकिस्तान की सरहदों के पीछे आप खुद को भी महसूस करने लगेंगे। गीत-संगीतः फिल्म में 'दिलबरो', 'ऐ वतन', 'राजी' और 'ऐ वतन' (फीमेल) चारों गाने बेहद ही उम्दा हैं। 'ऐ वतन' के लिए म्यूजिक डायरेक्टर शंकर-एहसान-लॉय की तिकड़ी ने लेजंड्री गीतकार गुलजार के साथ हाथ मिलाया है और अपनी आवाज से इसे और भी खूबसूरत बना दिया है अरिजीत सिंह ने। बेटी की विदाई पर फिल्माया गाना 'दिलबरो' एक बाप-बेटी के इमोशनल रिश्ते के बेहद करीब है। फिल्म का टाइटल ट्रैक 'राजी' आलिया के जासूस बनने तक के सफर को दिखाता है। क्यों देखें: कॉलेज में पढ़ने वाली लड़की से लेकर पाकिस्तान में रहकर भारत की जासूसी करने वाली एक लड़की की यह कहानी, उन सभी अनजाने-अपरिचित चेहरों की कहानी कहती है जिन्होंने देश की सेवा अपना सबकुछ निसार तो किया लेकिन उनका कहीं कोई जिक्र नहीं हो पाया। ऐसे हीरोज़ की अनकही कहानी कहती यह फिल्म आपको निराश नहीं करती। देखें फिल्म को देखने के बाद दर्शकों का क्या कहना है:  ",hin
1,"निर्माता :
सुनील बोहरा, शैलेश आर सिंह

निर्देशक :
रामगोपाल वर्मा

संगीत :
संदीप चौटा

कलाकार :
माही गिल, दीपक डोब्रियाल, अजय गेही, जाकिर हुसैन

सेंसर सर्टिफिकेट : ए * 1 घंटा 49 मिनट * 8 रील



प्यार और परिस्थितियों की वजह से कई बार इंसान ऐसी हरकत कर देता है जो उसने कभी सोची भी नहीं होती। चींटी नहीं मारने वाला इंसान परिस्थितिवश किसी व्यक्ति की न केवल हत्या कर सकता है बल्कि उसके बाद लाश के छोटे-छोटे भी टुकड़े कर देता है।

‘नॉट ए लव स्टोरी’ में अपनी गर्लफ्रेंड अनुषा (माही गिल) को फिल्म मिलने की खुशी में रॉबिन (दीपक डोब्रियाल) उसे सरप्राइज देने मुंबई चला आया। आशीष (अजय गेही) के साथ रात गुजारने वाली अनुषा दरवाजे पर रॉबिन को देख घबरा जाती है क्योंकि उसके बेडरुम में आशीष नग्न अवस्था में सोया है।

उसके पास दस सेकंड से भी कम समय का वक्त है क्योंकि आशीष जाग कर बेडरूम से बाहर निकल आया है। ऐसी परिस्थिति में दरवाजा खोल कर रॉबिन को वह झूठ बोल देती है कि आशीष ने उसके साथ जोर-जबरदस्ती की है।

अनुषा के प्यार में दीवाना रॉबिन गुस्से से पागल हो जाता है और बिना सोचे-समझे वह आशीष की हत्या कर देता है। लाश के सामने वे सेक्स करते हैं। चंद मिनट का यह दृश्य हिला कर रख देता है और सोचने पर मजबूर करता है कि परिस्थितिवश इंसान को हैवान में बदलते देर नहीं लगती।

नीरज ग्रोवर हत्याकांड से प्रेरित होकर रामगोपाल वर्मा ने यह फिल्म बनाई है। हकीकत में चूंकि यह घटना हुई है, इसलिए यह फिल्म विश्वसनीय लगती है। पूरी फिल्म चार भागों में बंटी हुई है।

हत्या के पहले वाला भाग जिसमें अनुषा हीरोइन बनने के लिए संघर्ष कर रही है, थोड़ा कमजोर है। हत्या वाला दृश्य, जबरदस्त है। हत्या के बाद लाश को ठिकाने लगाना और फिर पुलिस के गिरफ्त में आना, रोचक है। इसके बाद कोर्ट वाले दृश्य, थोड़ा ड्रामेटिक है, लेकिन हर भाग पर निर्देशक का दबदबा नजर आता है।

प्यार में आदमी कैसे रूप बदलता है इसकी मिसाल कोर्ट वाले दृश्यों में देखने ‍को मिलती है। रॉबिन और अनुषा दोनों फंस चुके हैं। अपने आपको बचाने के लिए वे प्यार-व्यार भूल जाते हैं और अपने-अपने वकीलों के मार्फत एक-दूसरे को दोषी ठहराते हैं।

अनुषा यह सब नहीं देख पाती क्योंकि उसके अंदर रॉबिन के प्रति प्यार फिर जाग जाता है। वह रॉबिन के सामने अपनी गलती स्वीकारती है और रॉबिन उसे चुंबन देकर एक-तरह से माफ कर देता है।

पात्रों की मनोदशा को परदे पर उतारना आसान काम नहीं है। रॉबिन और अनुषा के प्यार की त्रीवता और हत्या के बाद का भय रामू ने इस कदर फिल्माया है कि पात्रों के दर्द, प्यार और डर को दर्शक महसूस करता है।

बहुत दिनों बाद रामू ने अपने निर्देशन का कमाल दिखाया है। हाल ही के वर्षों में यह उनका श्रेष्ठ काम है। इस फिल्म ने उस रामू की याद दिला दी जो कभी रंगीला, सत्या, भूत जैसी फिल्में बनाया करता था।

निर्देशक ने घटना को जस का तस पेश करने की कोशिश की है और अपनी तरफ से किसी का पक्ष नहीं लिया है। फिल्म में आगे क्या होने वाला है, ये सबको पता है, लेकिन उम्दा प्रस्तुतिकरण के कारण फिल्म थ्रिलर जैसी लगती है।

फिल्म का ओपन एंड कुछ लोगों को अखर सकता है। फिल्म को दो-तीन लोकेशन्स पर फिल्माया गया है और ज्यादा किरदार भी नहीं हैं, इसके बावजूद भी नीरसता हावी नहीं होती है।

दीपक डोब्रियाल ने जुनूनी प्रेमी का किरदार अच्छे से निभाया है, हांलाकि ज्यादातर वक्त उनके एक्सप्रेशन एक जैसे रहे हैं। माही गिल सब पर भारी पड़ती हैं। लाश के टुकड़े किए जा रहे हैं और कैमरा माही के चेहरे पर है। इस सीन में भय, घृणा, ग्लानि जैसे कई एक्सप्रेशन माही ने अपने चेहरे के जरिये दिए हैं। पुलिस इंसपेक्टर के रूप में जाकिर हुसैन अपनी छाप छोड़ते हैं।

फिल्म की लागत कम करने के लिए रामगोपाल वर्मा ने डॉयरेक्टर ऑफ फोटोग्राफी को नहीं रखा और केनन 5 डी से फिल्म को शूट किया है। कैमरे एंगल्स फिल्म को अलग ही लुक देते हैं। रियल लोकेशन्स और कम से कम क्रू मेंबर रखने की वजह से फिल्म बहुत कम लागत में बनी है। फिल्म का बैकग्राउंड म्यूजिक उम्दा है।

फिल्म का नाम भले ही नॉट ए लव स्टोरी हो, लेकिन इसमें एक लव स्टोरी छिपी हुई है और इसी प्यार के कारण दोनों प्रेमी क्रूरतापूर्वक अपने अपराध को अंजाम देते हैं।
",hin
1,Mut sinähän pidät hyvää 😋 huolta nalleista(*_*),fin
1,"通常 より 安く 、 対応 も 迅速で 、 大変 気に入り ました 。 もっと もっと 安く なる と 良い です ね 。
",jpn
1,البارحة ذهبت ال المكان ال الذي كان فيه فريق الوطني و كانت تظهر في وجوههم العزيمة و ارادة ك انهم والله اسود في تربصهم في جنوب فرنسا وكان حتا عوامل تشجيع فريق ال وطني في هاداك التربص مع ذالك ال برد _ القاسح و لم يتمكنو عن الحضور ل تشجيع ال خضر ف هم كانو فغايت ال لياقة و استعداد,dza
1,"Logela goxoak , ohe zoragarria eta sukalde amankomun bat dute .",eus
1,"Астана , 19 января , Дом Мажилиса Сегодня во фракции партии ' Нұр Отан ' контрольная Комиссия рассмотрела вопрос ' О ходе реализации проектов индустриальной инфраструктуры и проектов по поддержке субъектов крупного предпринимательства за счет средств Республиканского бюджета и Национального Фонда в соответствии с Посланием Главы государства народу Казахстана ' Нұрлы жол — путь в будущее ' . Открывая заседание , председатель Комитета Мажилиса по экономической реформе и региональному развитию Нуртай Сабильянов отметил , в частности , что в рамках программы ' Нұрлы жол ' предусмотрено два индустриальных проекта . 1 . Строительство объектов инфраструктуры СЭЗ ' Национальный индустриальный нефтехимический технопарк ' в Атырауской области , стоимостью 233 млрд.тенге . Из республиканского бюджета в 2014 - 2015 годах выделено 93 млрд.тенге . В 2016 году предусмотрено 10 млрд.тенге . 2 . Строительство объектов инфраструктуры СЭЗ ' Хоргос — Восточные ворота ' , общей стоимостью 83,3 млрд тенге , из которых из Нацфонда выделено 36,8 млрд.тенге . В 2014 году – 24,5 млрд.тенге , в 2015 году - 12,3 млрд.тенге . На поддержку субъектов крупного предпринимательства через механизмы межбанковского кредитования Банку Развития Казахстана в соответствии с Постановлениями Правительства РК от 5 декабря 2014 года № 1276 и 11 марта 2015 года № 124были выделены заемные средства на общую сумму 100 млрд . тенге , по 50 млрд.тенге двумя траншами . По состоянию на 01.12.2016 г . : — По первому траншу 13 банками второго уровня одобрено и профинансировано 37 проектов субъектов СКП в обрабатывающей промышленности на общую сумму 50 230,8 млн . тенге ( 100,5 % средств ) с учетом вторичного освоения средств . — По второму траншу 12 банками второго уровня одобрено 55 проектов субъектов СКП в обрабатывающей промышленности на сумму 53 048 млн . тенге ( 106,1 % средств ) с учетом вторичного освоения . Начато финансирование 55 проектов на сумму 52 642,2 млн . тенге ( 105,3 % средств ) с учетом вторичного освоения . В рамках первичного освоения все банки , кроме АО ' Евразийский банк ' , полностью одобрили и освоили выделенные средства . Сумма одобрения и освоения в рамках первичного размещения средств – 49 875,4 млн . тенге ( 99,8 % средств ) . АО ' Евразийский банк ' одобрил и освоил 94 % от выделенных средств . По теме дня заслушаны доклады руководителей АО ' Национальный Управляющий Холдинг ' Байтерек ' Ерсаина Хамитова и АО ' ФНБ ' Самрук - Казына ' — Нурлана Рахметова . Докладчики рассказали и ответили на вопросы депутатов . Заседание завершилось принятием соответствующих Рекомендаций . По сообщению сайта Nomad.su",rus
0,kalau lihat tanggal digambar harus nya tanggal 20 sudah dikembalikan kelar . sekarang masih disuruh tunggu saja . bukan masalah nominal nya tapi tanggungjawab sebagai ecommerce besar hal sepele kayak gini saja masih tidak bisa ditangani tepat waktu .,ind
0,Polizei sucht Zeugen! Freiburg (ots) - Lörrach/Steinen/Schopfheim: Junge Frau in S-Bahn bedrängt - Polizei... https://t.co/juZGUawxGi,deu
1,"Realmente lo recomiendo ,",spa
1,"平時諗唔到食咩都鍾意食茶餐一黎可以LIGHT D二黎有ALL DAY BREAKFAST 感覺今晚放工行左陣尖咀唔係太肚餓既關係, 又要去佐敦搭車於是選擇呢度最鍾意係個厚多士 平日茶餐廳D 多士薄得滯同埋唔鬆, 得個脆字呢度牛油味加鬆脆感覺係一流其次個太陽蛋都好好味叉燒通就普通, 食唔出有咩物別, 但唔難食凍檸茶就真係好飲, 少甜都唔澀好滿足相用GF1 影既, 好靚 ",cmn
1,Barrierefreiheit: #Bahn modernisiert zahlreiche Bahnhöfe - #Bayern - Süddeutsche.de https://t.co/edlt5z0BTy via,deu
1,Страхотна актьорска игра!,bul
1,معاك يا خضرة وهادا عام عامنا,dza
0,별걸 다 만드는것같네용... SM 홍보인 것 같기도하고;;,kor
1,με την παρουσα τιμη πωλησης ειναι μια απο τις καλυτερες προτασεις στη  αγορα που θα αφησει πληρως ικανοποιημενο τον μεσο χρηστη και οχι μονο....,ell
1,Men den preges av en fin blanding munter ærlighet og vilje til å stå lenge nok i alvoret til at tøyset får en nødvendig klangbunn .,nor
0,"商品 は 良い が 、 Amazon の 対応 は 最低でした 。  がっかり し ました 。
",jpn
1,一入到黎，就見到好多熟食。係夾熟食之前，我飲咗人蔘雞湯打底先，真係原隻雞係個煲到，味道一點都不輸韓國人蔘雞！每一啖都有人蔘嘅甘香味。炸物一定要食！尤其是韓國雞😍 辣辣地好開胃！呢度有隔油紙，隨時可以叫職員換，非常衛生唔會黐到啲黑炭😂，而且令食物煮起嚟油膩感唔會重。同埋我將啲金菇浸左喺泡菜湯底嗰度煮！正！雞翼必試，幾乎樣樣嘅肉類都「葉」得好好味，啱啱好！我自己最鍾意嘅就係韓舍2款雞扒！又有口感又好味～,cmn
0,It never plays as dramatic even when dramatic things happen to people .,eng
0,iphone đã cạn ý tưởng rồi.,vie
0,"ホントに 中身 が 満タン な の か 疑い たく なる 。 。 商品  Ａ 4 フォト 印刷 で １０ 枚 も 印刷 でき ない ！ ！  な んな の ？ この 減り の 速 さ と いう か 使い 勝手 の 悪 さ は ！  消費 者 を なめて る と しか 思え ない 。 。 。  ５００ 円 くらい なら 納得 も する が 、 なに か いい 商品 無い の か な ？
",jpn
1,Много ми хареса.Уникални ефекти.Имаше от всичко по-малко.Мила Кунис е уникална за пореден път!!!,bul
0,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",eng
0,نرفض تقييد حق الاعتصام وإعطاء سلطات مطلقة للأمن في منع التظاهر والمبالغة في العقوبات وتوسيع حرم منع التظاهر لا للقانون بصيغته الراهنة,ara
1,ھەرقايسى تەرەپلەرنىڭ ئورتاق تىرىشچانلىقىدا، «بىر بەلباغ، بىر يول» ئوچۇق، سىغدۇرۇشچان خەلقئارا ھەمكارلىق سۇپىسى ۋە كەڭ ئالقىشقا ئېرىشكەن يەر شارىۋى ئاممىۋى مەھسۇلاتقا ئايلاندى.,uig
1,انشا جی اٹھو اب کوچ کرو اس شہر میں جی کا لگانا کیا ہاہاہا اور یہ کہ کر قادری صاحب شہر اقتدار پر بہت بڑا احسان کر گے ,urd
0,대체 이런영화가 공중파를 타는 이유가 뭡니까?우리 실상에서도 충분히 다룰수 있는 다른 영화도 많은대도 궂이 북한을 예로 든 영화를 다룬다는게 너무도 아니러니 하군요.,kor
1,"いま まで 使って いた ガラス フィルム と くらべて とにかく ヌルヌル し ます 。  嫌な 意味 で は なくて 、 指 の スライド が とても し 易い 意味 です 。  強化 ガラス って こと でした が 、 鍵 と 一緒に 仕舞って しまったら 傷 が 入って しまい ました 。  これ は 私 の 使い 方 が 間違って いた ので ・ ・ ・ 。 通常 使用 であれば ほぼ 傷 が 入る こと は あり ませ ん 。
",jpn
0,"Sıkıcı ve kötü bi oyun. verdiğim paraya acıdım, oyun elime ulaştıktan 2 saat sonra sinirden cd yi kırdım, gereksiz zaman kaybı bir sürü diyalog, lüzümsuz yere onlarca zor seviye, daha oyuna başlangıçta oyunu geçilmesi çok zor bölümlerle doldurmuşlar, verdiğim para da ziyan oldu. tavsiye etmiyorum. ",tur
0,Много скучен,bul
0,Yeni üretilen bezler incelmiş sanki. Sürekli sızdırıyor. Elimdekiler bitince farklı marka tercih edeceğim.,tur
1,חג שמח ובהצלחה ! ! ! ! ! !,heb
0,"インク を 交換 した とき から 、 インク 残 量 が ない 状態 。  基本 的に モノクロ で しか 印刷 し ない ので 、 消耗 が 早い と いわ れて いて も そこそこ の 期間 使用 できた の が 、  今回 は 全く 使え なかった 。  高い ので 、 腹 が 立ち ます ね 。 。 。
",jpn
1,"menu brunch yang spicy untuk pilihan yang berbeda semenjak homesick banget , tempat ini cukup muaskan lidah kalau lagi kangen rumah .",ind
1,쩐다진짜,kor
1,ئىسسوفۇ مۇنۇلارنى بىلدۈردى: جۇڭخۇا خەلق جۇمھۇرىيىتى قۇرۇلغانلىقىنىڭ 70 يىللىقىنى تەبرىكلەيمەن، جۇڭگو خەلقىنىڭ جۇڭگو كوممۇنىستىك پارتىيەسىنىڭ رەھبەرلىكىدە جۇڭگوچە سوتسىيالىزم قۇرۇشتا قولغا كەلتۈرگەن غايەت زور مۇۋەپپەقىيەتلىرىنى تەبرىكلەيمەن.,uig
1,What elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,eng
1,최민수의 코믹연기가 빛났다.,kor
1,"Ruoka on ihan ok, koskaan en ole huonoa ruokaa siellä saanut, siksi olen käynyt useamman kerran.",fin
0,"Разпускащ филм, но нищо особено. Слаба актьорска игра и изтъркани ""лафове"". Жалко, че ролята на Китодар е малка.",bul
0,مۇخبىرنىڭ يېقىندا ئاپتونوم رايونلۇق بازارنى نازارەت قىلىش - باشقۇرۇش ئىدارىسى (بىلىم مۈلۈك ھوقۇقى ئىدارىسى)دىن ئىگىلىشىچە: 2018- يىلى ئاپتونوم رايونىمىزدىكى 14 ئوتتۇرا، كىچىك كارخانا پاتېنت ھوقۇقىنى رەنىگە قويۇشتىن پايدىلىنىپ مەبلەغ يۈرۈشتۈرگەن، قەرز سوممىسى 410 مىليون يۈەن بولغان.,uig
0,ürün güzel ama ışığı yok resimdeki gibi mavi bir ekranı da yok çalışma masanızda kullanabilirsiniz ama gece kullanışlı değil,tur
0, لعنكم الله جهنم وبئس المصير ايها العازفووووون ,ara
1,الي ل اسما _ ب ربي نربحو اي سرب كاش عام,dza
1,"Buena estancia , viaje de trabajo se descansa bien",spa
1,شىنجاڭ گېزىتى مۇخبىرى ۋاڭ يۈجاۋ خەۋەر قىلىدۇ: «ئۆيىمىز ئىلگىرىكىدىن چوڭ، تۇرالغۇ شارائىتىمىزمۇ ئىلگىرىكىدىن راھەت، سافا، ساجى ۋە كارىۋاتنىڭ ھەممىسىنى يېڭىدىن سېتىۋالدۇق، كۆكتات سېتىۋېلىش، كېسەل كۆرسىتىشنىڭ ھەممىسى شۇنداق قولايلىق.» 4- ئاينىڭ 4- كۈنى، ئاقچى ناھىيەسى ئاقچى بازىرى جالاڭچى كەنتىنىڭ كەنت ئاھالىسى دەنساق دولقۇن تېلېفون ئارقىلىق ئۆزىنىڭ خۇشاللىقىنى يەتكۈزدى.,uig
0,Qares l-gheneb...mela tibza' mill-kompetizzjoni femminili,mlt
1,خوب بود و از رستوران غنچه و اسنپ فود تشکر میکنم,fas
0,"Så nå har han isolert seg på en forblåst øy utenfor østkysten av USA , på et monster av en overdesignet , modernistisk villa i blågrått og sort mens kobbelet av journalister og demonstranter utenfor portene hyler stadig høyere , gamle allierte vender seg mot ham og himmelen utenfor blir stadig mer regntung og illevarslende blågrå .",nor
0,الراجل بتاع الامن بينف بمعدل نفتين كل ٧ دقايق فتحنا الشبابيك عشان السقعة راحت واشتكينا مراراً وتكراراً ليه عموم الشعب معفن #…,ara
1,"Uendelig vakkert , ikke minst kombinert med en varm , sørlandsk sommernatt .",nor
1,عندك ال حق حناشي سيرتو ف لي افريكان لي نقصو علابالهم راني ف ليبيا,dza
0, دماغ کا دلیہ,urd
1,"Национальный банк Казахстана подвёл итоги 2016 года и сообщил о текущей ситуации на финансовом рынке страны . Согласно опубликованной на сайте информации , банковский сектор Казахстана на 1 января 2017 года представлен 34 банками . Их совокупные активы за прошлый год составили 25 трлн 561,2 млрд тенге , то есть увеличились на 7,5 % за 2016 год . Совокупные обязательства банковского сектора достигли 22 трлн 716,3 млрд тенге , увеличившись за год на 6,7 % . "" Доля обязательств банков второго уровня , выраженных в национальной валюте , составила 50,8 % , в иностранной валюте – 49,2 % . В структуре обязательств банков по - прежнему доминируют вклады клиентов , доля которых занимает 76 % "" , – сообщает пресс - служба Нацбанка . Ссудный портфель банковского сектора на 1 января 2017 года составил 15 трлн 510,8 млрд тенге , уменьшившись по сравнению с началом 2016 года на 0,3 % . "" Доля займов с просроченной задолженностью по основному долгу и ( или ) начисленному вознаграждению свыше 90 дней составила 6,7 % от итогового ссудного портфеля банков ( на 1 января 2016 года – 8 % ) "" , – сказано на сайте . 31 января Нурсултан Назарбаев выступил с Посланием народу Казахстана . В нём Глава Государства поручил Нацбанку выработать комплекс мер по оздоровлению банковского сектора Казахстана . Если вы нашли ошибку в тексте , выделите ее мышью и нажмите Ctrl + Enter",rus
1,Страхотен филм,bul
0,"Dresden, News, 0> 00, 3183162102, Dresden, Bundespolizeidirektion München: Einschränkungen im Zugverkehr - Vermehrt Migranten in Zügen aus Kufstein Rosenheim (ots) - Die Bundespolizei registriert einen deutlichen Anstieg an unerlaubten Einreisen in Zügen aus Kufstein. Aufgrund eines zeitweis",deu
0,لاہور ہائی کورٹ نے سماعت کے دوران اے آر واے نیو کے پروگرام ’کھرا سچ کو پروگرام بند کرنے اور میزبان مبشر لقمان پرپابندی عائد کرنے کا حکم دیا,urd
1,"Ma nixbax naqra l- kitbiet tiegħek. Dan l-artiklu fih x'tifhem, miktub b'mod maħsub u oġġettiv.",mlt
1,4- ماي ھەرىكىتىنىڭ ئالدى - كەينىدە، دۆلىتىمىزدىكى بىر تۈركۈم ئىلغار زىيالىيلار ۋە ئىنقىلابىي ياشلار ھەقىقەتكە ئىنتىلىش داۋامىدا يېڭى ئىدىيە، يېڭى مەدەنىيەتنى تارقىتىپ، باتۇرلۇق بىلەن فېئودال ئىدىيەنىڭ ئاسارىتىنى بۇزۇپ تاشلاپ، نەچچە مىڭ يىلدىن بۇيان داۋاملىشىپ كەلگەن فېئوداللىق كونا قائىدە - يوسۇن، كونا ئەخلاق، كونا ئىدىيە، كونا مەدەنىيەتكە شىددەتلىك زەربە بەردى.,uig
0,"Għadni kif sirt naf biha, pero ddiżappuntajt ruħi għax il-kappella mhix ikkonoxxuta fil-website tagħkom.",mlt
1,"De entrada quiero decir que cuando fui era para olvidar , pero me hizo ver las cosas de otra manera , me sentí feliz y al mismo tiempo mimado , fueron unos días de atenciones y sobre todo mimos que se me ofrecieron sin parar",spa
1,"اللي يشوفك يتمنى يكون مثلك واللي يعرفك يحترمك ويحبك واللي يسمع عنك يتمنى يقابلك ! #حاول""",ara
1,아파하면서 먼저 떠난어머니옷붙잡을때 터져버렸다ㅠ 어머니품이그립지만 남겨질가족들을두고갈수없는 어머니도 누군가의 소중한 딸이고 가족이었다,kor
